code,families,non_families
34698,84726,41271
34705,77884,38845
34711,85355,47532
34714,66198,43161
34715,79309,50046
34731,77302,40399
34734,98117,52392
34736,73998,55046
34737,90698,51833
34739,27558,36140
34741,49736,46197
34743,54212,39619
34744,71222,42432
34746,72492,36614
34747,107280,57922
34748,63628,36734
34753,50790,42261
34756,104358,43515
34758,63336,29042
34759,57614,48942
34760,107514,23943
34761,84445,65453
34762,82395,65453
34769,70781,44871
34771,94061,48854
34772,77780,49189
34773,77370,33557
34785,87428,51805
34786,180069,75310
34787,115149,51024
34788,61590,41584
34797,74451,66290
34945,78029,36457
34946,56536,26450
34947,49557,28097
34949,108744,61251
34950,46401,26349
34951,67693,35638
34952,67638,43487
34953,74325,51090
34956,54454,45087
34957,97345,46144
34972,52418,37361
34974,63679,42358
34981,74383,32051
34982,57839,33056
34983,75001,45504
34984,85966,41534
34986,93969,41998
34987,84553,60465
34990,138742,86747
34994,85550,46829
34996,165218,55600
34997,90314,49280
35004,79275,44419
35005,65791,31678
35006,66115,60831
35007,87362,49351
35010,67089,29617
35013,67089,29617
35014,59858,30580
35016,76288,32679
35019,56171,25271
35020,49187,24867
35022,82257,43192
35023,70407,37613
35031,65313,27524
35032,34300,27524
35033,66911,29669
35034,48383,15942
35035,98278,15942
35036,25801,23315
35040,77902,43773
35042,71801,36120
35043,100972,51292
35044,51598,33304
35045,74968,56534
35046,62675,39804
35049,63442,24890
35051,87995,43399
35052,87995,43399
35053,75096,154413
35054,71432,40184
35055,73441,33144
35057,74730,36917
35058,69457,30249
35060,31315,23255
35061,65922,25159
35062,86165,28844
35063,70282,30580
35064,52757,35421
35068,79271,46330
35070,58985,27291
35071,94181,42108
35072,62678,28519
35073,59676,32039
35074,59676,32039
35077,64056,30732
35078,84362,55362
35079,72921,29245
35080,107837,57121
35082,107837,57121
35083,52140,22999
35085,64533,26708
35087,80124,22725
35089,49210,28123
35091,95746,60627
35094,87187,48433
35096,70400,40611
35097,62363,36394
35098,66532,23737
35111,92160,52050
35112,81101,52050
35114,102912,56508
35115,67210,29212
35116,80827,47353
35117,91189,42413
35118,71664,32350
35119,71664,32350
35120,77414,37857
35121,71704,39895
35124,113616,52545
35125,62380,27276
35126,87132,39599
35127,87434,55928
35128,84079,42208
35130,59045,27122
35131,64706,24644
35133,67335,25129
35135,82690,44450
35136,73101,23034
35139,73101,23034
35143,82431,40768
35146,85097,39822
35147,104839,63333
35148,75233,32485
35149,48312,32569
35150,57591,29612
35151,68818,34328
35160,59483,32250
35171,70293,29033
35172,58715,31939
35173,113531,55525
35175,73854,37659
35176,58811,28965
35178,61570,30415
35179,65420,34671
35180,81537,34423
35183,83684,39131
35184,63505,29412
35186,99971,54612
35187,99971,54612
35188,77719,32133
35203,71005,46090
35204,42560,21009
35205,95236,44639
35206,49382,40095
35207,41364,23640
35208,47366,32099
35209,127986,57235
35210,93722,44484
35211,50702,32654
35212,50973,36719
35213,219702,70920
35214,67358,36253
35215,67381,36303
35216,125109,50712
35217,54504,31688
35218,44696,40113
35221,49084,49749
35222,103179,54424
35223,211934,98896
35224,48222,26457
35226,138590,68458
35228,58237,24959
35229,58237,24959
35233,99491,45574
35234,52022,20704
35235,70034,46242
35242,156617,62181
35243,159434,79734
35244,130808,64090
35254,56218,20193
35401,48804,27478
35404,68337,41269
35405,79329,45250
35406,158080,63732
35441,70652,14440
35442,52988,26637
35443,35136,15890
35444,67487,33918
35446,58336,51347
35447,64424,33127
35452,95088,31709
35453,69423,40663
35456,72518,47540
35457,72518,47540
35458,103522,29635
35459,57277,30892
35460,52721,12332
35461,59211,50058
35462,42564,21429
35463,74569,43284
35464,30411,11612
35466,79537,41734
35469,79537,41734
35470,66225,9958
35473,85902,44160
35474,83831,31827
35475,97668,39793
35476,52700,31594
35477,51815,32096
35480,92106,39749
35481,54453,22461
35490,66206,40128
35501,65543,31301
35503,64443,45984
35504,79007,37116
35540,66398,59245
35541,65942,47763
35542,64582,37491
35543,46221,33504
35544,88708,27929
35545,35704,23414
35546,65035,22805
35548,50437,23424
35549,53014,24978
35550,55417,36528
35552,46466,36143
35553,46172,37513
35554,55264,24946
35555,65114,36761
35559,65114,36761
35563,57793,29250
35564,55870,17763
35565,58179,25239
35570,64148,24471
35571,80707,27827
35572,63978,24631
35574,100347,24040
35575,51259,34106
35576,67309,29367
35577,67309,29367
35578,61970,22965
35579,57874,39641
35580,66355,25777
35581,54694,30458
35582,56874,29627
35584,51139,14869
35585,73766,25367
35586,55381,20409
35587,53135,24458
35592,55780,26815
35593,57097,33042
35594,66008,21413
35601,63690,38072
35603,90972,36550
35610,77324,27481
35611,70645,33698
35613,103548,49470
35614,57134,36159
35615,57134,36159
35616,63754,31058
35618,48647,23731
35619,71836,32195
35620,79779,40064
35621,79638,21609
35622,63852,39039
35630,62965,34635
35633,83678,32200
35634,98967,48371
35640,80226,35374
35643,74149,23948
35645,92631,43293
35646,59044,26424
35647,74967,37919
35648,67710,28978
35649,190144,80489
35650,65211,31025
35651,57761,31938
35652,83883,27010
35653,60385,32769
35654,59442,34688
35660,66148,29908
35661,85707,39913
35670,74925,27596
35671,65777,37666
35672,69258,26008
35673,82388,45933
35674,66660,33814
35677,54658,32722
35739,83321,30759
35740,56032,23775
35741,172208,56579
35744,45649,32012
35745,95865,15785
35746,38927,21980
35747,94013,42053
35748,111774,42980
35749,108066,57661
35750,70368,52396
35751,163168,12985
35752,54512,21907
35754,76762,37165
35755,67633,28438
35756,117531,62702
35757,115334,73653
35758,135258,64401
35759,119267,56703
35760,72479,46392
35761,83066,54327
35763,146881,63959
35764,48867,41519
35765,67249,19011
35766,67249,81076
35768,65164,36117
35769,78297,29799
35771,60017,31401
35772,53109,26091
35773,75067,44447
35774,45968,23156
35775,54807,28811
35776,59446,26189
35801,138277,57643
35802,121790,56752
35803,112549,58767
35805,41495,30980
35806,115282,53013
35808,90041,102842
35810,59544,32712
35811,89837,51944
35816,37609,28628
35824,115959,70979
35896,115959,70979
35901,75448,29893
35903,60970,35178
35904,61661,31434
35905,83460,27763
35906,77264,43645
35907,88708,48608
35950,59192,32129
35951,62839,33567
35952,56890,28825
35953,66149,29884
35954,58192,29898
35956,67565,41023
35957,67179,26490
35958,57339,47039
35959,63216,25035
35960,67771,50573
35961,55072,33221
35962,58064,33967
35963,54951,34770
35966,51191,31352
35967,58654,34102
35968,66530,24926
35971,65717,62760
35972,71215,28348
35973,51745,21856
35974,73074,34310
35975,64518,16786
35976,86892,38071
35978,57152,27391
35979,47131,17271
35980,64374,26745
35981,89380,19511
35983,74731,30059
35984,71288,58511
35986,58581,25121
35987,55730,28774
35988,63617,39137
35989,72814,23107
35990,75853,23107
36003,76902,21607
36005,75849,36154
36006,76855,30795
36009,75423,22532
36010,65662,21283
36013,123395,37305
36016,52818,23310
36017,49349,21772
36020,62909,37053
36022,97001,36482
36024,86806,50380
36025,84247,35304
36026,72776,30264
36027,59185,30227
36028,66470,25447
36029,67655,36096
36030,69785,24931
36031,58429,11777
36032,50139,26869
36033,56522,30917
36034,68582,27499
36035,75272,32223
36036,91333,34195
36037,61431,38610
36038,61431,38610
36039,61614,45379
36040,48763,21206
36041,105484,49549
36042,70398,19424
36043,70609,35957
36046,62507,28492
36047,60603,10657
36048,55075,20466
36049,63468,27756
36051,105606,42671
36052,116773,73323
36053,60413,20422
36054,82117,39005
36064,131073,66893
36066,101661,45127
36067,76445,40016
36069,75862,34807
36071,51491,19632
36075,73075,29122
36078,72388,40412
36079,75065,49004
36080,95247,72803
36081,73531,21681
36082,73531,21681
36083,68512,25556
36088,50950,40230
36089,48634,27874
36091,80722,25178
36092,72150,39499
36093,110500,56977
36104,58895,30274
36105,53602,25140
36106,97134,57523
36107,51810,34982
36108,46353,27704
36109,76821,47576
36110,45722,40928
36111,101706,48185
36112,101706,48185
36113,91831,81721
36115,91261,122873
36116,75296,43372
36117,100241,50264
36201,47406,28158
36203,80842,49131
36205,79704,81094
36206,66689,32204
36207,91777,40796
36250,80803,38067
36251,67466,36357
36255,81537,21175
36256,71822,29885
36258,78784,48447
36260,52827,33062
36262,85269,28523
36263,43502,22302
36264,65166,25696
36265,76253,35148
36266,64157,28035
36267,64157,28035
36268,72917,26228
36269,58776,25123
36271,77124,47503
36272,60084,24998
36273,72564,22512
36274,64408,32798
36276,74163,21137
36277,64614,45082
36278,72441,30098
36279,126661,16479
36280,64469,29542
36301,67189,35732
36303,80862,33756
36305,105448,54914
36310,61438,36898
36311,67244,27874
36312,72706,28939
36313,99947,28939
36314,84197,10064
36316,87337,44462
36317,53915,31101
36318,57803,30767
36319,59291,35824
36320,62732,29547
36321,58486,29960
36322,62861,35424
36323,62059,32858
36330,84254,48807
36340,52195,29430
36343,63250,29609
36344,69510,26079
36345,75711,40670
36346,77209,33938
36350,73802,26561
36351,74538,36877
36352,81585,37757
36353,76288,31889
36360,70958,33446
36362,70800,64879
36370,60986,78946
36371,64293,26967
36373,59314,23613
36374,82897,40007
36375,57398,34249
36376,68583,25404
36401,47070,30783
36420,70301,29538
36421,72309,27199
36425,48108,16441
36426,63924,28351
36432,52926,20771
36435,55526,22216
36436,77749,31006
36439,69433,19711
36441,59483,20712
36442,58916,32590
36444,41947,51147
36445,63178,19830
36446,30738,21855
36451,71377,23457
36453,59877,26960
36454,59877,26960
36455,58873,25080
36456,50941,25817
36460,64960,26250
36467,61902,35736
36470,61902,35736
36471,43683,14365
36473,43683,14365
36474,62768,23011
36475,63866,16418
36476,63866,16418
36477,48247,18540
36480,53003,30973
36481,34530,12288
36482,63608,20680
36483,68347,21451
36502,53484,29763
36505,75397,28323
36507,76541,32541
36509,49997,33957
36511,29536,16641
36512,29536,16641
36513,29719,16641
36518,70005,36692
36521,69876,30887
36522,58330,33776
36523,63508,34690
36524,53853,22533
36525,73035,32509
36526,102178,46631
36527,127534,70386
36528,103265,82962
36529,74549,3687
36530,73785,42933
36532,120469,49938
36535,68139,39522
36538,34394,30609
36539,62929,24828
36540,57342,4098
36541,67541,36259
36542,90384,47203
36543,82444,47203
36544,62247,33948
36545,63143,22448
36548,79369,40422
36549,86232,36984
36550,80872,15684
36551,75683,40758
36553,74762,20826
36555,84554,43535
36556,61305,43535
36558,69535,22431
36559,69535,22431
36560,59998,26797
36561,132010,56248
36562,65919,14503
36564,65919,14503
36567,63983,34638
36568,63983,34638
36569,60566,30503
36571,85378,42177
36572,93230,32445
36574,76477,51670
36575,75416,50563
36576,81964,33007
36578,97414,36117
36579,66147,23134
36580,77914,30708
36581,77914,30708
36582,73861,42746
36583,52867,26677
36584,74191,8521
36585,45368,14881
36587,74592,30050
36590,74592,30050
36602,165550,40307
36603,42300,22259
36604,94145,45567
36605,50455,38095
36606,59372,45394
36607,86497,33997
36608,97810,40526
36609,74532,40400
36610,35481,22003
36611,46703,30428
36612,44367,18793
36613,58144,30171
36615,58144,30171
36616,58144,30171
36617,49877,29943
36618,64300,37587
36619,85826,37828
36688,85826,37828
36693,98374,43915
36695,100373,46649
36701,58194,30024
36703,51198,23841
36720,21717,14045
36722,49896,22314
36723,24227,22314
36726,63586,26475
36727,63586,26475
36728,57610,28319
36732,72258,23488
36736,71155,8983
36738,48362,25484
36740,51473,32175
36742,73146,31115
36744,53255,31246
36748,73238,27611
36749,46732,28050
36750,84442,33758
36751,29835,15659
36752,77370,22978
36753,77370,22978
36754,437656,11394
36756,49527,17440
36758,67759,47575
36759,52844,38255
36761,50607,59882
36763,39822,26188
36765,36989,15769
36766,36989,17386
36767,46131,19886
36768,31306,23415
36769,58621,19498
36773,47860,18278
36775,54853,39565
36776,63522,13678
36782,58288,38236
36783,62070,18783
36784,75240,22518
36785,60501,16137
36786,42805,18355
36790,25578,18355
36792,82192,53305
36793,32846,17114
36801,80276,31780
36804,67181,42778
36830,110150,40347
36832,85963,24175
36849,85963,24175
36850,45524,35935
36852,46053,19850
36853,75177,39414
36854,73235,34254
36855,52818,51540
36856,86907,42248
36858,102662,35676
36859,102662,35676
36860,54672,27851
36861,76066,41720
36862,58965,30945
36863,66737,31442
36865,32973,31442
36866,60548,27958
36867,65857,37805
36869,61268,27228
36870,73194,50161
36871,65802,18592
36874,83338,30642
36875,74006,34650
36877,87951,41029
36879,113457,40742
36901,30066,18373
36904,62956,25988
36907,53728,19755
36908,65146,62025
36910,65146,62025
36912,57235,25221
36913,57235,25221
36915,81370,14910
36916,60369,40101
36919,53258,27016
36921,77628,15342
36922,62633,21669
36925,53232,21263
37010,113647,62393
37012,61461,34109
37013,74643,51958
37014,187645,66922
37015,67058,40631
37016,86894,43613
37018,75492,27295
37019,68132,29305
37020,81616,39138
37022,66854,42732
37023,75093,20746
37025,76445,38769
37026,67700,20844
37027,213974,82881
37028,75197,53853
37029,101199,153715
37030,65709,38680
37031,77912,45110
37032,86627,49865
37033,63409,32722
37034,75839,40082
37035,74366,47814
37036,69401,25064
37037,93554,49512
37040,73177,40956
37042,63918,44089
37043,103933,48289
37046,163758,32289
37047,69789,37106
37048,93028,47491
37049,87505,44936
37050,64824,24391
37051,67705,29997
37052,72545,27984
37055,70850,40426
37057,37020,17570
37058,65097,30727
37059,67443,25663
37060,89162,74555
37061,68175,31719
37062,95146,56096
37064,136717,70043
37066,93640,50481
37067,146477,107207
37069,187907,96123
37072,90617,47797
37073,87279,40380
37074,66144,39104
37075,114842,50074
37076,86990,54500
37078,47831,19686
37079,51329,31438
37080,87930,40338
37082,92200,45381
37083,58967,40217
37085,86336,39693
37086,76062,48736
37087,84451,47493
37090,91178,54184
37091,65658,41995
37095,74801,36147
37096,85045,29802
37097,89313,21274
37098,94522,38828
37101,70700,38348
37110,63429,26509
37115,62667,42554
37118,86394,42554
37122,110923,58199
37127,93401,44511
37128,98262,55978
37129,94760,49768
37130,91021,40961
37132,91021,40961
37134,83759,41999
37135,139757,100012
37137,51941,38761
37138,91035,51551
37140,91035,28556
37141,92534,32089
37142,76958,20995
37143,84344,60597
37144,67683,30187
37145,131791,29854
37146,97160,49358
37148,74698,37931
37149,74826,43119
37150,49041,20187
37151,113055,29203
37153,104347,61256
37160,72421,37525
37165,30991,59233
37166,75222,34549
37167,83654,47346
37171,147112,33979
37172,78092,45623
37174,107734,63437
37175,55344,136008
37178,53800,24498
37179,120695,77624
37180,69079,22448
37181,76503,36011
37183,74575,105495
37184,79908,37563
37185,64022,28642
37186,78302,38117
37187,77787,25974
37188,85651,45008
37189,89217,63586
37190,69834,44999
37191,82003,46095
37201,82003,99622
37203,104402,65873
37204,158761,71121
37205,219271,89230
37206,85384,65486
37207,54883,39143
37208,75855,46311
37209,84593,55008
37210,63099,40738
37211,79313,54672
37212,154738,67892
37213,154738,67892
37214,79779,55780
37215,245621,99357
37216,90074,66395
37217,67219,52505
37218,71321,44828
37219,166882,92715
37220,222628,99859
37221,124511,63789
37228,124511,34814
37240,124511,34814
37243,124511,34814
37246,124511,34814
37301,54099,58209
37302,107784,43547
37303,65627,49167
37305,45563,31357
37306,62832,60368
37307,78137,33161
37308,89201,39208
37309,61734,44527
37310,70949,45185
37311,61014,35924
37312,98546,47714
37313,55304,18811
37315,55304,18811
37317,63479,23455
37318,53368,28135
37321,63087,33970
37322,63103,32655
37323,68462,44671
37324,58302,37621
37325,67183,39016
37326,58131,24058
37327,65908,37267
37328,49291,28244
37329,58105,31192
37330,64350,41435
37331,70613,43767
37332,78426,31909
37333,52908,34051
37334,69571,37450
37335,63096,39501
37336,63617,38019
37337,53159,13208
37338,61270,33221
37339,55952,19355
37340,83870,10892
37341,88976,56690
37342,71391,37070
37343,109788,41528
37345,75376,31848
37347,70189,42063
37348,51966,92246
37350,232206,117020
37351,62368,117020
37352,87097,54307
37353,83117,39133
37354,61484,36046
37355,76114,40422
37356,67314,31067
37357,76128,26655
37359,56809,104413
37360,88172,25088
37361,97906,41608
37362,68468,26807
37363,109325,57404
37365,45469,28974
37366,80298,27935
37367,67145,42038
37369,66194,64981
37370,65624,34992
37373,85478,37698
37374,63132,22818
37375,101258,67822
37376,49048,18393
37377,140910,55183
37379,89044,38793
37380,72534,28180
37381,72139,36176
37385,55629,25537
37387,63697,31344
37388,77974,35244
37391,47291,37662
37394,68153,17085
37396,76576,17085
37397,64808,28095
37398,94664,31546
37402,26029,25400
37403,188601,59166
37404,69353,40833
37405,116814,54777
37406,50477,27182
37407,38744,22579
37408,136524,54154
37409,77585,48274
37410,54072,23831
37411,71632,37402
37412,64981,44666
37415,88608,43327
37416,76148,37809
37419,91465,83630
37421,97106,50527
