zipcode,population_2,density
75034,45759,1108.1
75035,81512,1263.9
75036,30925,1101.6
75038,32128,1624
75039,22046,1497.6
75040,64565,1588.1
75041,31451,1532.5
75042,38184,1931.7
75043,64845,1707
75044,45895,1678.6
75048,26956,1069.5
75050,43422,649.1
75051,39783,1216.6
75052,95745,1397.9
75054,15820,1032.3
75056,64243,1049.7
75057,16855,488.4
75058,3369,24.2
75060,49473,1580.4
75061,56959,1893.9
75062,51846,1890
75063,43705,834.2
75065,12549,585.9
75067,67837,1941.5
75068,65880,912.8
75069,37479,429.7
75070,54444,1863.1
75071,63828,332.4
75072,54446,1743.3
75074,51820,1252.6
75075,36221,1441.7
75076,8592,65.9
75077,39125,1071.7
75078,35939,439.5
75080,52420,1789.2
75081,36683,1571.4
75082,26801,1262.1
75087,39202,514
75088,26363,1097.3
75089,35203,1123.1
75090,24866,122.2
75092,26794,90.8
75093,46868,1267
75094,23345,1257.6
75098,64326,775.9
75101,679,317.2
75102,1795,10
75103,15900,31.2
75104,49566,518.6
75105,207,2
75109,4288,13.8
75110,30555,85.8
75114,6438,57.8
75115,55879,1025
75116,21105,1597.2
75117,4753,37.1
75119,28765,42
75124,5205,22.5
75125,7198,36.9
75126,60232,284.9
75127,1854,26.8
75132,0,0
75134,19341,704.6
75135,8075,47.4
75137,19352,1244.1
75140,7365,24.5
75141,3868,127.8
75142,22870,48.7
75143,15270,32.4
75144,4030,9
75146,24873,276.8
75147,6922,31
75148,6237,27.1
75149,59225,1427
75150,64817,1992.5
75152,5686,53.4
75153,515,8.1
75154,47111,380.4
75155,3167,29.6
75156,16500,198.6
75157,209,60
75158,5496,24.6
75159,22514,146.6
75160,24465,79.9
75161,8040,27.6
75163,2450,27.9
75164,281,108.8
75165,47183,154.4
75166,5589,166.9
75167,12332,49.7
75169,14496,26.1
75172,5248,179.2
75173,8298,98
75180,26560,1319
75181,27336,609
75182,7647,166.1
75189,35243,123.9
75201,17491,4907.2
75202,2212,1277.7
75203,16455,1326.7
75204,31860,4806.7
75205,24804,2191.5
75206,38209,3483.4
75207,8163,816.7
75208,29941,1889.3
75209,14205,1567
75210,9270,1566.1
75211,75213,1689.5
75212,26673,1032.9
75214,33621,1776.6
75215,17960,906
75216,55108,1434.1
75217,87767,1220.8
75218,21355,1195.2
75219,24100,4064.8
75220,40671,1388
75223,14270,1777.6
75224,36373,2446.4
75225,21703,1795.8
75226,5133,1839.4
75227,58395,1950.4
75228,71450,2411.7
75229,32924,1021.4
75230,26335,1425
75231,38823,2718.8
75232,33561,1468.3
75233,16743,1810.7
75234,32728,1233
75235,19042,1104.2
75236,17545,507.5
75237,18823,1090.3
75238,31953,1874.4
75240,26442,2701.9
75241,31749,485.2
75243,65118,2730
75244,12806,1070.2
75246,2307,1910.2
75247,870,50.7
75248,36317,1888.7
75249,17629,1239
75251,3804,2470.7
75252,27310,2054.9
75253,24090,622.5
75254,24047,2861.3
75261,0,0
75270,0,0
75287,51855,3615.6
75390,0,0
75401,21087,75.3
75402,18412,78.3
75407,24864,192.2
75409,20437,100.8
75410,4470,20.1
75411,832,4
75412,562,1.7
75413,188,287.4
75414,2989,23.3
75415,317,6.7
75416,2890,14.6
75417,2479,5.9
75418,14726,40.4
75420,1384,15.2
75421,851,6.1
75422,2862,16.3
75423,3055,14.6
75424,3679,22.3
75426,3774,4.5
75428,11000,45.7
75429,0,0
75431,1745,10.5
75432,3055,11.4
75433,3145,12.4
75434,0,0
75435,1137,7.5
75436,2155,4.5
75437,1094,7
75438,953,9.7
75439,1141,29.7
75440,6665,25.2
75441,134,8.6
75442,10453,37.5
75446,3536,7.6
75447,1067,7.8
75448,919,13.7
75449,1165,5.8
75450,309,2.1
75451,1475,14.5
75452,4688,23.6
75453,2757,13.6
75454,15341,276.8
75455,26687,33.6
75457,6228,18.8
75459,5709,26.9
75460,24287,92.1
75462,11232,22.5
75468,1068,8.1
75469,346,3.7
75470,202,5.3
75471,1932,14.9
75472,4405,22.6
75473,3773,21.1
75474,16394,60.1
75475,31,26.5
75476,1072,8.2
75477,1100,7.2
75478,825,5.6
75479,2122,17.5
75480,1786,23.2
75481,401,2.2
75482,25220,31.1
75486,2442,8.6
75487,1534,6
75488,798,2.6
75489,939,150.7
75490,2891,34
75491,4914,19.2
75492,341,2.7
75493,720,70.5
75494,10785,18.1
75495,9208,52.5
75496,3578,11.8
75497,3623,22.3
75501,35111,140.8
75503,27361,134.6
75550,876,3.7
75551,11040,26.4
75554,2078,5.5
75555,1424,4.6
75556,1162,18.9
75558,1958,18.7
75559,5392,7.1
75560,1071,5.9
75561,4626,38.5
75562,80,2.9
75563,3816,9.2
75564,0,0
75565,207,68
75566,631,5.2
75567,4087,21.2
75568,2873,8.5
75569,3478,574.8
75570,11162,32.4
75571,2367,8
75572,3474,18.1
75573,218,12.2
75574,1157,4.4
75601,15683,663.8
75602,21024,156.5
75603,6733,49
75604,30349,265.5
75605,33730,162.2
75630,2306,8.3
75631,2696,8.8
75633,12799,15.2
75638,5001,22.6
75639,2525,6
75640,5791,25.7
75641,88,20.2
75642,53,5
75643,2138,11.2
75644,12594,26.1
75645,10125,27
75647,12405,54.1
75650,9239,30.4
75651,2101,14.7
75652,14011,31.5
75654,12945,25.3
75656,4768,18.5
75657,7366,8.2
75658,8,2.6
75659,0,0
75661,2482,7.5
75662,25153,76.6
75667,1457,6.6
75668,2272,41.8
75669,1124,7.9
75670,18855,57
75671,0,0
75672,16700,27.8
75680,0,0
75681,2563,7.4
75682,667,126.3
75683,3998,25.7
75684,7558,31.8
75686,13396,22.3
75687,0,0
75689,213,66.8
75691,4465,18.1
75692,4698,18.3
75693,6353,238.4
75694,0,0
75701,34296,941.3
75702,28236,773.2
75703,42414,297.4
75704,9575,55.4
75705,2722,40.9
75706,10142,51.8
75707,14455,106.5
75708,10419,71.2
75709,4596,85.2
75711,219,4690.1
75750,3644,28.8
75751,17098,36.6
75752,7450,19.1
75754,7961,24.4
75755,4576,17.4
75756,4403,23
75757,13699,61.4
75758,9726,85
75759,110,11.6
75760,2481,7.2
75762,14609,126.1
75763,6507,23.2
75764,208,62.3
75765,7705,28.7
75766,25577,31
75770,2517,8.2
75771,21260,56.2
75773,13478,29.4
75778,2443,17.9
75779,0,0
75780,362,104.1
75782,33,7.9
75783,8316,26.8
75784,768,8.6
75785,10813,14.4
75788,28,7.7
75789,8919,18.7
75790,3383,35.8
75791,14093,138.1
75792,3134,15.1
75801,15740,32.2
75803,21941,26
75831,4981,7.7
75833,2223,3.4
75835,11597,9.5
75838,457,3.2
75839,6001,13.6
75840,6504,9.4
75844,4622,5.1
75845,2105,2.6
75846,2786,7
75847,1635,2.6
75848,90,63.4
75849,106,116.4
75850,1544,10.5
75851,4956,7.2
75852,3306,8.6
75853,775,4.1
75855,2862,3.9
75856,173,2.7
75858,46,8.1
75859,2125,6.2
75860,6248,13.6
75861,1727,5.9
75862,10245,16.4
75865,3,0.3
75884,3804,11008.9
75886,3193,250.8
75901,28979,70.3
75903,98,140.3
75904,34663,83.4
75925,3446,6.4
75926,1220,5.3
75928,1070,4.9
75929,1553,5.1
75930,1649,4
75931,1821,8
75932,1343,3.9
75933,1624,7.3
75934,195,11
75935,12426,13.4
75936,967,3.2
75937,1298,7.3
75938,2217,4.5
75939,5440,8.3
75941,8470,37.5
75942,171,31.5
75943,1171,7.1
75944,904,7
75946,3714,10.5
75948,5595,9.4
75949,8469,15.9
75951,15026,15.6
75954,2550,9.2
75956,8275,13.1
75959,742,5.5
75960,606,3.9
75961,14909,20.6
75962,3149,5957.1
75964,19889,34.5
75965,18231,91.3
75966,4462,6.4
75968,2235,12
75969,3719,17.3
75972,6190,6.6
75973,2809,6.1
75974,3296,12.6
75975,3868,10.7
75976,1239,17.5
75977,378,0.9
75979,12023,15.1
75980,2407,5.9
76001,37134,1342.7
76002,34402,1862.6
76005,3967,457.8
76006,24547,1240.4
76008,22091,104.7
76009,20751,81.7
76010,57448,2517.8
76011,21701,1030.3
76012,28750,1354.1
76013,34457,1482.2
76014,32460,2185
76015,17629,1595.7
76016,31008,1353.4
76017,45429,1718.5
76018,28553,1403.9
76020,32443,193
76021,35401,1883.8
76022,14224,2036
76023,7203,51.7
76028,74217,369.9
76031,18996,100.9
76033,26174,57.4
76034,25717,759.8
76035,2844,20.2
76036,29594,259.3
76039,40657,2451.8
76040,30787,1515.8
76041,370,11.9
76043,7094,24.8
76044,6466,23.1
76048,25691,97.6
76049,29154,105.1
76050,6760,18.8
76051,50066,867.2
76052,26240,244.4
76053,31513,1493.5
76054,11989,1216.6
76055,3255,15.2
76058,20702,153.9
76059,4982,777.1
76060,8183,422.7
76061,262,45.4
76063,76867,593.2
76064,1999,35.6
76065,40814,156.2
76066,5030,22.1
76067,20420,39.9
76070,814,13.9
76071,4242,184.8
76073,6443,29.6
76077,491,20.5
76078,8753,52.7
76082,22082,83
76084,10375,77.3
76085,11143,65.8
76086,21054,587.5
76087,28779,59.9
76088,14669,35.1
76092,31276,532.9
76093,3239,36.5
76102,10650,911.9
76103,17363,1097.5
76104,18956,1246.7
76105,24277,1590.7
76106,37437,998.4
76107,29929,1078.4
76108,44125,395.3
76109,24606,1163.6
76110,33505,2257
76111,21591,1124.4
76112,42404,1445
76114,27683,1103.5
76115,21824,1814.1
76116,49319,1550.2
76117,32438,1150.9
76118,16674,666.7
76119,51037,1236.7
76120,20518,1058.6
76123,38575,1408.2
76126,24946,140.2
76127,1781,317.4
76129,1700,7894.6
76131,47569,1182
76132,26437,1376.4
76133,54186,2244
76134,29208,1310.8
76135,18939,285.2
76137,59273,1684.5
76140,31703,448.3
76148,24578,2015.6
76155,6427,704
76164,14081,1377
76177,19320,362.1
76179,70425,524.3
76180,36974,1534.8
76182,30911,1378.4
76201,28415,2009.1
76203,1178,48126.8
76205,20365,946.1
76207,15961,152.8
76208,26598,375.2
76209,26660,1547
76210,44367,1062.9
76225,3193,11.7
76226,34829,270.1
76227,43088,212.2
76228,1210,2.3
76230,9921,10.7
76233,3535,22.6
76234,19147,23.5
76238,332,4.6
76239,1080,3.4
76240,29209,30.5
76241,9,11.1
76244,74884,1939.6
76245,1731,27.6
76247,16511,85.7
76248,40553,988.7
76249,9235,50.1
76250,1026,95.5
76251,700,6.1
76252,2424,5
76253,348,330.6
76255,5514,7.7
76258,7056,30.2
76259,5469,41.3
76261,244,1.3
76262,40159,366.3
76263,14,1.4
76264,1203,12.9
76265,1529,3.4
76266,17658,55.9
76267,49,10.9
76268,131,79.5
76270,1697,6.8
76271,1873,16.7
76272,4799,19.2
76273,9922,18.5
76301,15062,509.4
76302,11423,467.3
76305,4639,8.2
76306,14781,332.9
76308,20028,985.2
76309,14082,983.2
76310,19279,43.7
76311,8037,1300.4
76351,1895,2.8
76354,11825,55.3
76357,466,2.6
76360,2805,2.8
76363,294,1.8
76364,217,1.4
76365,4491,3.2
76366,2036,3
76367,13471,28
76370,447,4.3
76371,1568,4.7
76372,1051,1.6
76373,185,2.4
76374,3595,5.1
76377,399,5.8
76379,580,4.8
76380,3517,1.6
76384,12304,10
76388,234,0.9
76389,1528,3
76401,29724,27.9
76402,606,8376.4
76424,8552,6.5
76426,11350,33.5
76427,1018,11.5
76429,106,0.5
76430,2340,2.8
76431,4376,14
76432,1086,3.8
76433,1934,5.9
76435,451,1.7
76436,114,0.9
76437,5593,5.4
76439,0,0
76442,7697,6.8
76443,2019,5.6
76444,3477,9.2
76445,229,1.6
76446,8876,8.3
76448,4991,15.4
76449,2339,4.4
76450,13090,10.4
76452,111,1.8
76453,1515,4.8
76454,1856,5.7
76455,847,4.8
76457,4194,5
76458,5930,3.9
76459,166,2.3
76460,391,1.5
76462,4914,11
76463,575,2.9
76464,381,0.7
76466,523,56.7
76469,86,1.2
76470,3432,4.9
76471,1500,3.5
76472,1305,5.4
76474,286,3.5
76475,1031,1.5
76476,3406,12
76481,233,2.3
76483,868,0.8
76484,699,2.7
76486,1018,4.2
76487,2833,12.3
76490,54,5.2
76491,482,1.2
76501,17357,56.7
76502,45515,301.6
76504,23916,299.5
76511,2497,11.6
76513,42610,151.9
76518,1536,5.3
76519,250,1.5
76520,7692,11.6
76522,40050,134.5
76523,397,70
76524,3813,24.1
76525,1160,2.8
76527,4262,13.8
76528,19355,15.4
76530,2277,9.5
76531,4516,4.5
76534,2953,13
76537,10273,73.9
76538,1119,2.8
76539,8665,27.6
76541,18521,1462
76542,50527,309.6
76543,33350,362
76544,24872,258.2
76548,31759,761.6
76549,53138,218
76550,13789,9.8
76554,2360,113.8
76556,1863,8.5
76557,6063,19
76559,6260,429
76561,1259,8.2
76565,115,1.6
76566,345,1.8
76567,8790,15.8
76569,3174,12.8
76570,2661,5.7
76571,9384,29
76573,32,13.9
76574,19126,49.6
76577,3120,8.6
76578,1453,8.6
76579,7068,45.9
76596,1271,3625.5
76597,3304,955.2
76598,570,7136
76599,1681,844.7
76621,1025,5.8
76622,1734,12.6
76623,223,37.7
76624,2522,15.4
76626,1309,11.2
76627,1499,6.2
76628,110,7.4
76629,1781,4.8
76630,1683,41.6
76631,636,7.1
76632,1627,12
76633,6286,43.5
76634,7207,9.8
76635,1498,4.9
76636,1507,12.9
76637,369,4.1
76638,3095,16.7
76639,1638,6.9
76640,3140,42.9
76641,1768,9.5
76642,5917,9.2
76643,15707,798
76645,10762,22.2
76648,2554,9.5
76649,596,1.8
76650,160,8
76651,3984,16.2
76652,1169,4.7
76653,1409,3.6
76654,184,79.1
76655,8616,42.8
76656,2671,8.5
76657,11723,32.6
76660,663,7.9
76661,7388,17.2
76664,4015,11.7
76665,2838,6.5
76666,171,2.4
76667,10385,26.2
76670,1815,10.4
76671,1635,8.4
76673,1253,5.4
76676,260,4.3
76678,77,1.1
76679,1067,6.2
76680,165,1.4
76681,550,8.2
76682,3182,9.9
76685,43,1.1
76686,222,47.7
76687,1915,5.6
76689,3878,6.7
76690,1200,5.2
76691,6357,25.2
76692,9508,32.4
76693,2170,7.2
76701,1953,659.9
76704,7791,556.7
76705,31902,103.8
76706,39488,210.9
76707,16430,1942.8
76708,26155,210.1
76710,23385,967.6
76711,10237,988.5
76712,27310,201.3
76798,2966,9840.8
76801,25081,25.7
76802,5727,22
76820,119,0.5
76821,4430,6.4
76823,2698,11.3
76824,0,0
76825,6539,5.3
76827,601,2.8
76828,202,1.1
76831,0,0
76832,678,1.5
76834,4995,4.4
76836,5,0
76837,2001,2
76841,175,0.3
76842,170,0.8
76844,3243,3.3
76845,263,0.9
76848,78,0.4
76849,3641,1.7
76852,304,0.8
76853,1492,2
76854,288,0.5
76856,3570,2
76857,1984,5.9
76858,264,0.7
76859,1773,0.8
76861,2053,4.6
76862,184,0.7
76864,812,1.2
76865,199,1.6
76866,838,1.2
76869,218,2.1
76870,72,1.1
76871,704,1.2
76872,611,0.8
76873,148,1.2
76874,0,0
76875,489,1.5
76877,4303,2.7
76878,1642,2.5
76880,0,0
76882,257,0.5
76884,55,1.4
76885,97,0.6
76887,63,0.3
76888,136,0.5
76890,884,4.1
76901,32419,36.2
76902,0,0
76903,30312,467.3
76904,36132,31.6
76905,13052,27.5
76908,2319,574.8
76909,555,2111.1
76930,72,0.1
76932,3349,1.2
76933,1365,1.9
76934,947,8.5
76935,1916,2
76936,2547,1
76937,66,1.3
76939,0,0
76940,15,0.7
76941,1410,1.4
76943,2867,0.5
76945,1715,1.1
76950,3473,0.7
76951,1391,0.7
76953,67,0.6
76955,278,1.5
76957,185,277.8
76958,238,1.9
77002,18892,3703.3
77003,9992,1411.2
77004,34197,2519.3
77005,28310,2855.3
77006,22678,3822.8
77007,40653,2090.9
77008,37097,2210.2
77009,37654,2346.6
77010,802,2592.7
77011,17060,1931.4
77012,17932,1760.8
77013,19296,785.5
77014,37471,2016.4
77015,58276,1089.5
77016,30252,1178.7
77017,33627,1356.3
77018,28403,1620.5
77019,22475,2342.1
77020,26252,1297.9
77021,26287,1670.2
77022,26476,1750
77023,27676,1954.6
77024,37694,1122
77025,29539,2555.9
77026,21412,1260.1
77027,19386,2809.8
77028,19506,826.7
77029,16223,590
77030,11787,1763.2
77031,16710,2043.8
77032,13887,232.1
77033,28669,1939
77034,38875,1057.6
77035,35335,2418.3
77036,68797,3651.4
77037,18106,1135.6
77038,32275,1284.6
77039,27501,1051.9
77040,50192,1399.8
77041,33053,676.1
77042,40861,2558
77043,25122,684.9
77044,53753,530.9
77045,32627,1129.7
77046,1002,3611.9
77047,33199,928.7
77048,19413,650.3
77049,39514,630.4
77050,5745,322.9
77051,19077,997.8
77053,30642,1039.7
77054,23699,1711.2
77055,43780,2015.7
77056,22062,2464.2
77057,44056,3970.9
77058,17651,814.8
77059,18020,753.5
77060,47349,2243.4
77061,25485,1318.6
77062,24761,1644.6
77063,39855,3441.3
77064,49305,1294.5
77065,40140,1886.1
77066,40053,1790.7
77067,33420,2271.6
77068,11031,1122.6
77069,19054,1565.7
77070,58462,1730.3
77071,27221,2338
77072,63585,3309.4
77073,38857,1030.4
77074,39088,2743.8
77075,42736,1471.6
77076,33171,2697.4
77077,63168,1474.5
77078,13738,515.6
77079,34633,1728.6
77080,45391,2736.8
77081,51374,6101.7
77082,52827,1620.6
77083,77663,2892.9
77084,107864,1312.3
77085,17101,1204.5
77086,30071,1699.2
77087,36710,2162.1
77088,54601,1899.4
77089,59042,1749
77090,39478,1780.7
77091,30008,1627
77092,35822,1707.6
77093,47417,1524.4
77094,11139,1254
77095,71138,1863.2
77096,32744,2099.2
77098,15414,3376.2
77099,50113,3156.8
77204,4459,3376.1
77301,33409,639.4
77302,19165,139.9
77303,22502,142.6
77304,36700,353.9
77306,16650,156.5
77316,29191,87.4
77318,18348,191.2
77320,38572,43.3
77326,82,12.3
77327,29710,33.8
77328,18297,39.1
77331,7114,16
77334,23,0.6
77335,2799,28.3
77336,12249,132.6
77338,46780,693.7
77339,42652,1025.4
77340,32826,59.5
77341,0,0
77342,0,0
77345,27274,1256.1
77346,67587,1455.8
77350,119,7.4
77351,34047,20.6
77354,38505,200.2
77355,31164,216.5
77356,28689,87.1
77357,29992,172.6
77358,5324,18.5
77359,142,1.3
77360,5805,68
77362,6361,229.6
77363,3042,20
77364,2272,28.5
77365,36802,343.5
77367,264,119.3
77368,0,0
77369,478,7.5
77371,7291,23.9
77372,14103,105.7
77373,63296,1028.5
77374,449,4.4
77375,62970,690.1
77376,561,7.6
77377,38689,423.9
77378,17549,76
77379,82125,1228
77380,29095,903.8
77381,36080,1099.2
77382,41233,1326.4
77384,21259,445
77385,24771,440.7
77386,64460,610.6
77388,53498,1542.9
77389,41982,762.1
77396,61720,957.9
77401,17362,1841
77406,58998,395.5
77407,73084,1411.4
77412,0,0
77414,24345,16.9
77415,390,29.2
77417,2892,20.5
77418,10220,21.2
77419,823,6
77420,2365,10.3
77422,14042,31.7
77423,14470,37.6
77426,2019,8.6
77428,0,0
77429,88375,902.9
77430,1780,5.9
77431,333,10
77432,0,0
77433,103070,674.9
77434,4128,11
77435,3727,8.1
77436,0,0
77437,18529,20.3
77440,131,13.1
77441,22665,342.2
77442,1343,2.8
77443,132,23.2
77444,785,7.7
77445,14595,30.3
77446,5121,745.1
77447,18145,67.7
77448,148,8.5
77449,119994,1713.4
77450,72197,1416.7
77451,588,32.9
77453,168,18.5
77454,0,0
77455,2014,3.7
77456,1063,10.4
77457,471,7.7
77458,58,1
77459,77722,959.9
77460,177,98.3
77461,11824,30.3
77464,366,9.2
77465,7227,12
77466,360,15.3
77467,0,0
77468,0,0
77469,57228,207
77470,458,6.2
77471,41723,164
77473,38,146.1
77474,14048,26.2
77475,699,9.1
77476,281,10.5
77477,33844,1280.4
77478,23276,896.8
77479,90084,1064.5
77480,8243,25.5
77481,152,5
77482,1307,11.4
77483,334,3.8
77484,12914,33
77485,3933,19.7
77486,7227,57.9
77488,14721,25.3
77489,38593,1319
77493,48117,300.7
77494,129165,1316.4
77498,52947,1269.3
77502,37665,2660.9
77503,24582,1496.8
77504,25748,1778.9
77505,22548,1037.9
77506,37141,1267.6
77507,403,9.5
77510,13124,166.5
77511,49600,127.6
77514,5818,12.4
77515,33491,63.2
77517,6118,90.2
77518,10567,1258.9
77519,596,8.2
77520,36054,661.9
77521,63309,496.1
77523,26370,119.5
77530,30880,863.6
77531,15956,524.3
77532,30108,140.8
77533,1135,17.2
77534,3125,28.8
77535,37418,46.8
77536,33291,1308.6
77538,864,2.5
77539,45901,366.1
77541,17989,49
77545,25755,677.2
77546,54405,772.6
77547,9702,972.1
77550,22421,1144.9
77551,23686,2313.1
77554,9001,111.7
77555,3,50.8
77560,708,10.1
77561,27,27.7
77562,10292,294.9
77563,10223,89.3
77564,1737,11.2
77565,6555,711.8
77566,30327,494.7
77568,19819,522.5
77571,37298,388.5
77573,95111,1232.9
77575,15796,25.6
77577,1303,18.1
77578,23444,235.8
77580,0,0
77581,50733,795.6
77582,374,8.2
77583,41232,91.3
77584,89358,1078.3
77585,1152,4.3
77586,23364,773.7
77587,16381,2060.6
77590,33272,510.1
77591,14961,559.7
77597,408,9.6
77598,27184,857.6
77611,9829,195.8
77612,9490,10.4
77613,896,8
77614,519,19.8
77615,365,113.2
77616,269,4
77617,46,3.4
77619,17078,1211.8
77622,1685,32.1
77623,689,18.1
77624,658,4.8
77625,7773,9.4
77627,21896,642.5
77629,782,4.7
77630,29480,118.8
77632,21657,64.1
77640,17579,182.1
77642,37881,741.6
77650,2094,36.8
77651,13534,475.6
77655,307,2.5
77656,16795,37
77657,21551,144.2
77659,6230,20.3
77660,1342,9.1
77661,363,72.9
77662,25789,71.2
77663,854,18.4
77664,2368,5
77665,6499,14.6
77701,12930,727.9
77702,3368,1046.7
77703,12069,536
77705,40947,65.1
77706,29195,1118.4
77707,18214,495.7
77708,12979,430.6
77713,14136,53
77801,14585,1835.7
77802,24571,827.3
77803,33233,945.4
77807,12677,49.8
77808,14684,22.4
77830,3122,6.2
77831,3137,5.3
77833,28417,35
77835,3589,12.5
77836,11584,10.4
77837,1580,5.2
77840,50047,1939.1
77843,7965,8328.4
77845,72886,197.4
77852,0,0
77853,1091,7.3
77855,34,1
77856,4526,4.7
77857,903,3.6
77859,7368,18.1
77861,2171,7.3
77863,359,176.1
77864,7158,15.5
77865,2274,5.6
77866,0,0
77867,302,4.8
77868,18302,25.4
77871,2757,5.2
77872,2416,9.9
77873,1270,5.4
77875,12,3.1
77876,167,13.2
77878,564,9.6
77879,5162,10.4
77880,1816,7.2
77882,36,6.6
77901,40742,869
77904,29064,102.1
77905,16570,14.9
77950,132,0.4
77951,1361,22
77954,10801,11
77957,8710,9.4
77960,37,0.7
77961,165,1.7
77962,3262,6.6
77963,5188,3.5
77964,7850,5.1
77968,3057,6.1
77969,157,1.7
77970,377,3.2
77971,1137,7.1
77973,30,0.3
77974,562,7.6
77975,1540,8.3
77976,41,1.3
77977,467,13
77978,495,112.6
77979,16577,18.8
77982,1084,9.8
77983,2251,10.1
77984,4134,10
77986,18,64.4
77987,230,24.2
77988,100,14.5
77990,913,2.6
77991,492,17.9
77993,233,4.9
77994,376,2.5
77995,11065,11.4
78001,0,0
78002,8776,84.7
78003,9325,15.9
78004,391,13.3
78005,1942,5
78006,39830,44.5
78007,204,2.8
78008,284,1
78009,7901,43.3
78010,3948,21.1
78011,1639,3.5
78012,250,3.8
78013,5333,9.1
78014,5230,2.3
78015,20928,311.8
78016,10156,24.8
78017,5340,5.1
78019,1802,0.9
78021,66,0.1
78022,4636,3.8
78023,28750,123.6
78024,1222,1.9
78025,5217,37.3
78026,6634,7.2
78027,445,2.4
78028,40081,58.8
78029,0,0
78039,2730,50.8
78040,37136,2274.1
78041,46751,1036.3
78043,45703,99.6
78044,350,1.8
78045,67730,39.4
78046,68418,144.1
78050,471,32.2
78052,6000,60.3
78055,1899,3.1
78056,2250,8.4
78057,560,1.4
78058,827,0.7
78059,5699,54.3
78061,10781,8.2
78062,0,0
78063,9282,30
78064,16049,22
78065,10824,24
78066,582,10.1
78067,679,1.4
78069,6542,88.7
78070,17300,50.1
78071,3730,4.6
78072,488,0.2
78073,10297,74.4
78074,83,8.4
78075,199,1.1
78076,13224,9.2
78101,9082,66.3
78102,27271,20
78104,96,10.8
78107,397,0.9
78108,44734,611.7
78109,48745,676.2
78111,0,0
78112,10087,75.8
78113,2759,3.6
78114,22948,25.4
78116,234,0.8
78117,676,3.7
78118,4280,8.6
78119,7068,8.3
78121,13730,51.7
78122,250,2.5
78123,2528,261.3
78124,7286,49.4
78125,17,0.3
78130,84510,358.4
78132,36475,78.5
78133,20835,106.5
78140,3601,7.9
78141,853,4.3
78142,99,6.4
78143,219,49
78144,18,3.1
78145,85,10.1
78146,797,7.6
78147,1691,187.8
78148,22580,904.3
78150,0,0
78151,1495,5.4
78152,2380,25.5
78154,39718,466.7
78155,51656,56.1
78159,860,2.5
78160,5246,11.2
78161,621,22.3
78162,341,8.2
78163,14531,75.1
78164,3592,5.5
78201,45767,2478.7
78202,10390,1739.2
78203,6034,1704.7
78204,11832,1685.1
78205,1521,500.6
78207,51062,2700.6
78208,4175,1649.9
78209,42474,1612.4
78210,34005,1791.2
78211,30556,1154.8
78212,27020,1506.5
78213,42767,2055.5
78214,23077,1070.1
78215,3151,1145.1
78216,43073,1182
78217,33130,1260.5
78218,36334,1255.3
78219,16304,400.4
78220,15808,790.5
78221,41964,446.2
78222,23652,479.2
78223,54438,513.8
78224,20306,514.1
78225,14115,2826.2
78226,7109,386.6
78227,46350,937.8
78228,56781,2010.4
78229,34633,2312.9
78230,42892,1578.2
78231,10109,954.6
78232,36825,1196.1
78233,46281,1307.1
78234,4655,353.3
78235,2362,478.7
78236,8521,669.2
78237,38772,2101.1
78238,25737,978.4
78239,30482,1842.3
78240,56810,1963.3
78242,34084,1662.7
78243,383,230.2
78244,36233,1853.7
78245,90956,996.3
78247,50588,1341.2
78248,13840,1386.6
78249,59035,1573.8
78250,60101,2463.8
78251,61970,1596.9
78252,14832,203.7
78253,59752,430.2
78254,74490,1422.1
78255,17545,377.5
78256,11554,558.3
78257,9201,124.7
78258,47072,1044.1
78259,25691,639
78260,34038,526.5
78261,23992,318
78263,4806,48.6
78264,12899,70.5
78266,6962,67.7
78330,597,10.6
78332,27274,21.6
78336,12365,79.6
78338,0,0
78339,348,93.8
78340,383,7.1
78341,1365,2.2
78342,226,49.6
78343,4594,12.4
78344,415,1.1
78347,24,2.6
78349,768,2.4
78351,705,288.7
78352,290,27
78353,320,0.5
78355,7102,7.8
78357,2819,4
78358,987,460.8
78359,2231,89.9
78360,0,0
78361,4864,2.1
78362,10789,227.9
78363,29415,74.7
78368,8586,16.1
78369,189,1.1
78370,4857,17
78371,108,0.5
78372,5261,8.3
78373,3271,67
78374,19737,410.6
78375,3015,13.2
78376,273,0.7
78377,3272,2.6
78379,1578,8
78380,24014,27.1
78382,18702,90.4
78383,5057,13.8
78384,5264,3.4
78385,169,0.2
78387,9791,22
78389,1888,5.9
78390,5737,11
78391,156,2.8
78393,2194,6.7
78401,4660,836.3
78402,233,21.3
78404,15650,1878.5
78405,14194,1076.1
78406,2328,79.8
78407,2033,327.4
78408,10294,678.2
78409,2312,48.4
78410,27623,474.4
78411,24194,1522.9
78412,41071,1836
78413,36989,1812.4
78414,46133,1251.4
78415,41583,147.1
78416,15030,1748
78417,4400,182.3
78418,30015,158
78419,544,289.1
78501,60855,1512
78503,20444,410.9
78504,60740,1196.9
78516,33963,346.7
78520,60592,588.8
78521,88791,365.7
78526,58713,478.2
78535,713,659.9
78536,353,3.1
78537,51216,343.4
78538,10557,60.8
78539,36531,1152.4
78540,0,0
78541,45675,60.8
78542,84606,185.7
78543,8421,511.5
78545,407,7.2
78547,257,52.8
78548,1412,72.9
78549,1109,16.6
78550,54486,223.4
78552,41382,332.6
78557,13939,324.3
